,relation,pipeline,term_1_umls_name,term_2_umls_name,term_1_umls_synonyms,term_2_umls_synonyms,sentence,evidence_count,is_correct,is_food_entity_correct
1616,contains,foodchem,dietary vegetable,magnesium,dietary vegetable;vegetable;vegetable (substance);vegetables,magnesium,"Food sources of magnesium include green leafy vegetables, nuts, legumes, and whole grains.",1,,
1617,contains,foodchem,dietary vegetable,pca,dietary vegetable;vegetable;vegetable (substance);vegetables,pca,"Firstly, PCA is one of the main metabolites of complex polyphenols such as anthocyanins and procyanidins that are normally found at high concentrations in vegetables and fruit, and are absorbed by animals and humans.",1,,
1618,contains,foodchem,dietary vegetable,phytosteroid,dietary vegetable;vegetable;vegetable (substance);vegetables,"phytosteroid;phytosteroids;phytosterol;phytosterol (substance);phytosterols;plant steroid;plant steroids;plant sterol;plant sterols;steroid, plant;steroids, plant;sterol, plant;sterols, plant","Phytosterols (PSs) are a group of plant derived steroid alcohols, with wide occurrence in vegetables and fruits.",1,,
1619,contains,foodchem,dietary vegetable,polyphenol,dietary vegetable;vegetable;vegetable (substance);vegetables,polyphenol,"However, there is also clear epidemiological evidence that increased fruits and vegetables intake can significantly reduce the risk of CVD, an effect that has been suggested to be resulting to a significant extent, from the high polyphenol content of these foods.",1,,
1620,contains,foodchem,dietary vegetable,polyphenol (substance),dietary vegetable;vegetable;vegetable (substance);vegetables,polyphenol (substance);polyphenols,"Many of these effects are the result of consumption of fruits, seeds, legumes and vegetables but olive oil is the chief dietary fat in Mediterranean countries and the main source of monounsaturated fatty acids, as well as an important source of beneficial polyphenols and other antioxidants.___Anthocyanins are responsible for a variety of bright colors including red, blue, and purple in fruits, vegetables, and flowers and are consumed as dietary polyphenols.___Firstly, PCA is one of the main metabolites of complex polyphenols such as anthocyanins and procyanidins that are normally found at high concentrations in vegetables and fruit, and are absorbed by animals and humans.___Polyphenols in fruits, soybean, vegetables, herbs, roots and leaves act as bioactive components related with prevention of cancer, heart diseases and diabetes.",4,,
1621,contains,foodchem,dietary vegetable,potassium,dietary vegetable;vegetable;vegetable (substance);vegetables,potassium,"Many nutrients and phytochemicals in fruits and vegetables, including fiber, potassium, and folate, could be independently or jointly responsible for the apparent reduction in CVD risk.",1,,
1622,contains,foodchem,dietary vegetable,procyanidins,dietary vegetable;vegetable;vegetable (substance);vegetables,procyanidins,"Firstly, PCA is one of the main metabolites of complex polyphenols such as anthocyanins and procyanidins that are normally found at high concentrations in vegetables and fruit, and are absorbed by animals and humans.",1,,
1623,contains,foodchem,dietary vegetable,selenium,dietary vegetable;vegetable;vegetable (substance);vegetables,selenium,"Increasing consumption of vegetables and fruits elevates the levels of antioxidative components, for example, selenium, vitamin E, vitamin C, lycopene, cysteine-glutathione and various phytochemicals.",1,,
1624,contains,foodchem,dietary vegetable,vitamin c,dietary vegetable;vegetable;vegetable (substance);vegetables,vitamin c,"Increasing consumption of vegetables and fruits elevates the levels of antioxidative components, for example, selenium, vitamin E, vitamin C, lycopene, cysteine-glutathione and various phytochemicals.",1,,
1625,contains,foodchem,dietary vegetable,vitamin e,dietary vegetable;vegetable;vegetable (substance);vegetables,vitamin e,"Increasing consumption of vegetables and fruits elevates the levels of antioxidative components, for example, selenium, vitamin E, vitamin C, lycopene, cysteine-glutathione and various phytochemicals.",1,,
1626,contains,foodchem,dreid plum,(-)-sorbitol,dreid plum;prune;pruned;prunes;prunes (substance);pruning,(-)-sorbitol;d glucitol;d-(-)-sorbitol;d-glucitol;d-sorbit;d-sorbitol;g-ol;glucitol;l-gulitol;laxatives sorbitol;product containing sorbitol;product containing sorbitol (medicinal product);sorbitol;sorbitol (medication);sorbitol (product);sorbitol (substance);sorbitol agent;sorbitol agent (substance);sorbitol preparation;sorbitol preparation (substance);sorbitol product;sorbitol-containing product,"The laxative action of both prune and prune juice could be explained by their high sorbitol content (14.7 and 6.1 g/100 g, respectively).",1,,
1627,contains,foodchem,dreid plum,"6-(hydroxymethyl)oxane-2,3,4,5-tetrol",dreid plum;prune;pruned;prunes;prunes (substance);pruning,"6-(hydroxymethyl)oxane-2,3,4,5-tetrol;d glucose;d(+)-glucose;d-glucopyranose monohydrate preparation;d-glucose;d-glucose preparation;dextrosa;dextrose;dextrose (medication);dextrose (substance);dextrose preparation;dextrose preparation (product);dextrose preparation (substance);dextrose product;dextrose, unspecified;dextrose, unspecified form;endocrine glucose;foods dextrose;foods glucose (dextrose);glucosa;glucose;glucose (dextrose);glucose (dextrose) (medication);glucose (substance);glucose [endocrine];glucose [endocrine] (product);glucose [endocrine] (substance);glucose preparation;glucose preparation (product);glucose preparation (substance);glucose preparations;glucose product;glucose, nos;glucose-containing product;glucoses;grape sugar;product containing glucose;product containing glucose (medicinal product)","Prunes contain large amounts of phenolic compounds (184 mg/100 g), mainly as neochlorogenic and chlorogenic acids, which may aid in the laxative action and delay glucose absorption.",1,,
1628,contains,foodchem,dreid plum,boron,dreid plum;prune;pruned;prunes;prunes (substance);pruning,boron,"Dried prunes are an important source of boron, which is postulated to play a role in prevention of osteoporosis.",1,,
1629,contains,foodchem,dreid plum,phenol structure-containing product,dreid plum;prune;pruned;prunes;prunes (substance);pruning,phenol structure-containing product;phenolic;phenolic product;phenolics;phenolics (product);phenolics (substance);product containing phenol structure (product);product containing phenolic;product containing phenolic (product);substance with phenol structure;substance with phenol structure (substance),"Prunes contain large amounts of phenolic compounds (184 mg/100 g), mainly as neochlorogenic and chlorogenic acids, which may aid in the laxative action and delay glucose absorption.",1,,
1630,contains,foodchem,dreid plum,potassium,dreid plum;prune;pruned;prunes;prunes (substance);pruning,potassium,"Additionally, high potassium content of prunes (745 mg/100 g) might be beneficial for cardiovascular health.",1,,
1631,contains,foodchem,"dressing, salad",sterols,"dressing, salad;dressings, salad;salad dressing;salad dressing (substance);salad dressings",sterols,"Recently, a new class of margarines and other fat-derived products (eg, salad dressings, mayonnaise) containing plant-derived sterols that are intended for use to lower blood cholesterol levels have been introduced into the food supply.",1,,
1632,contains,foodchem,dried yeast,"(1s,3r,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2r,4r)-(tetrahydro-4-hydroxy-6-oxo-2h-pyran-2-yl)ethyl)-1-naphthalenyl (s)-2-methyl-butyrate","dried yeast;nutritional yeast;yeast;yeast, dried;yeast, nutritional;yeast, unspecified","(1s,3r,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2r,4r)-(tetrahydro-4-hydroxy-6-oxo-2h-pyran-2-yl)ethyl)-1-naphthalenyl (s)-2-methyl-butyrate;(2s)-2-methylbutanoic acid, (1s,3r,7s,8s,8ar)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-[2-[(2r,4r)-tetrahydro-4-hydroxy-6-oxo-2h-pyran-2-yl]ethyl]-1-naphthalenyl ester;2β,6α-dimethyl-8alpha-(2-methyl-1-oxobutoxy)-mevinic acid lactone;6 methylcompactin;6-alpha-methylcompactin;6-methylcompactin;6alpha-methylcompactin;6α-methylcompactin;butanoic acid, 2-methyl-, 1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(tetrahydro-4-hydroxy-6-oxo-2h-pyran-2-yl)ethyl)-1-naphthalenyl ester, (1s-(1alpha(r*),3alpha,7beta,8beta(2s*,4s*),8abeta))-;hmg-coa reductase inhibitors lovastatin;lovastatin;lovastatin (medication);lovastatin (product);lovastatin (substance);lovastatin -retired-;lovastatin product;lovastatin-containing product;lovastatina;lovastatine;lovastatins;lovastatinum;mevinolin;monacolin k;product containing lovastatin;product containing lovastatin (medicinal product)","Lovastatin, the progenitor of the statin family, is in fact a naturally occurring compound produced by the yeast Monascus purpureus.",1,,
1633,contains,foodchem,drink,2 phenyl benzopyran,drink;drink (attribute);drink (dietary substance);drink [substance];drinks;drinks (substance),2 phenyl benzopyran;2 phenyl benzopyrans;2 phenyl chromene;2 phenyl chromenes;2-phenyl-benzopyrans;2-phenyl-chromenes;flavonoid;flavonoid (substance);flavonoid-containing product;flavonoids;product containing flavonoid (product),"The Kuna living in the San Blas drink a flavanol-rich cocoa as their main beverage, contributing more than 900 mg/day and thus probably have the most flavonoid-rich diet of any population.",1,,
1634,contains,foodchem,drink,flavan,drink;drink (attribute);drink (dietary substance);drink [substance];drinks;drinks (substance),flavan;flavanol,"The Kuna living in the San Blas drink a flavanol-rich cocoa as their main beverage, contributing more than 900 mg/day and thus probably have the most flavonoid-rich diet of any population.",1,,
1635,contains,foodchem,edible oil,.alpha.-linolenic acid,edible oil;food oil;oil,".alpha.-linolenic acid;9,12,15-octadecatrienoic acid, (z,z,z)-;acid alpha linolenic;acids alpha linolenic;alpha linolenic acid;alpha-linolenic acid;fatty acid cis, cis, cis 18:3 n-3;α-linolenic acid","Flaxseed contains 35% of its mass as oil, of which 55% is alpha-linolenic acid (ALA).___The article provides the data on linseed-oil contained alpha-linolenic acid (C18:3), one of omega-3 family PUFA acids, and its metabolites in the body-ecosatrtraenoic acid (C20:5), docosahexaenoic acid (C22:6) and docosapentaenoic acid (C22:5).",2,1,
1636,contains,foodchem,edible oil,"2,3-bis((4-hydroxy-3-methoxyphenyl)methyl)-1,4-butanediol",edible oil;food oil;oil,"2,3-bis((4-hydroxy-3-methoxyphenyl)methyl)-1,4-butanediol;knotolan;sdg;secoisolariciresinol","Flax meal, which is devoid of oil, contains the lignan secoisolariciresinol diglucoside (SDG).",1,,
1637,contains,foodchem,edible oil,"2-(3,4-dihydroxyphenyl)ethanol",edible oil;food oil;oil,"2-(3,4-dihydroxyphenyl)ethanol;3,4-dhpea;hydroxytyrosol","Hydroxytyrosol (HT) is present in olive fruit and oil, which are basic constituents of the Mediterranean diet.",1,,
1638,contains,foodchem,edible oil,"acid, monounsaturated fatty",edible oil;food oil;oil,"acid, monounsaturated fatty;acids, monounsaturated fatty;fatty acid, monounsaturated;fatty acid, total monounsaturated;fatty acids, monounsaturated;fatty acids.monounsaturated;monounsaturated fatty acid;monounsaturated fatty acid (substance);monounsaturated fatty acids;mufa;mufa - monounsat fatty acid;mufa - monounsaturated fatty acid","Olive oil, an oil rich in monounsaturated fatty acids (MUFCs) and minor constituents including phenolic compounds, is a major component of the Mediterranean diet.___Caryocar brasiliense (pequi) oil is high in monounsaturated fat acids (MUFA), especially oleic, and in carotenoids, which have been associated with protection against cardiovascular disease.",2,1,
1639,contains,foodchem,edible oil,"acid, n-3 fatty",edible oil;food oil;oil,"acid, n-3 fatty;acid, omega-3 fatty;dietary supplements fatty acids (unsaturated) omega-3;fatty acid omega 3;fatty acid, n-3;fatty acid, n3;fatty acid, omega-3;fatty acids n 03;fatty acids omega 03;fatty acids, omega-3;fatty acids.omega 3;n 3 fatty acid;n 3 fatty acids;n 3 oil;n 3 oils;n 3 polyunsaturated fatty acid;n 3 pufa;n-3 fatty acid;n-3 fatty acid (substance);n-3 fatty acids;n-3 oil;n-3 oils;n-3 polyunsaturated fatty acid;n-3 pufa;n3 fatty acid;n3 oil;n3 oils;n3 polyunsaturated fatty acid;n3 pufa;oil, n-3;oil, n3;omega 3;omega 3 fatty acid;omega 3 fatty acids;omega fatty acids 03;omega-3;omega-3 acid;omega-3 acid triglycerides;omega-3 fatty acids;omega-3 fatty acids (medication);omega-3 phospholipids;omega-3 polyunsaturated fatty acid;omega-3 polyunsaturated fatty acids;omega-3 pufa;omega-3-fatty acids;pufa, n-3;pufa, n3;ω-3 fatty acids",Menhaden oil as a source of n-3 PUFA was fed at two levels of n-6 at each level of total fat.,1,,
1640,contains,foodchem,edible oil,ala,edible oil;food oil;oil,ala,"Flaxseed contains 35% of its mass as oil, of which 55% is alpha-linolenic acid (ALA).",1,,
1641,contains,foodchem,edible oil,cla,edible oil;food oil;oil,cla,Potato chips are snacks that are readily produced in the CLA-rich soy oil containing CLA levels similar to those of the oil used for frying.,1,,
1642,contains,foodchem,edible oil,docosahexaenoic acid,edible oil;food oil;oil,docosahexaenoic acid,"The article provides the data on linseed-oil contained alpha-linolenic acid (C18:3), one of omega-3 family PUFA acids, and its metabolites in the body-ecosatrtraenoic acid (C20:5), docosahexaenoic acid (C22:6) and docosapentaenoic acid (C22:5).",1,,
1643,contains,foodchem,edible oil,docosapentaenoic acid,edible oil;food oil;oil,docosapentaenoic acid;fatty acid 22:5,"The article provides the data on linseed-oil contained alpha-linolenic acid (C18:3), one of omega-3 family PUFA acids, and its metabolites in the body-ecosatrtraenoic acid (C20:5), docosahexaenoic acid (C22:6) and docosapentaenoic acid (C22:5).",1,,
1644,contains,foodchem,edible oil,fatty acid,edible oil;food oil;oil,"fatty acid;fatty acid (substance);fatty acid, nos;fatty acids",Krill oil (KO) is rich in n-3 fatty acids that are present in phospholipids rather than in triglycerides.,1,,
1645,contains,foodchem,edible oil,phenol structure-containing product,edible oil;food oil;oil,phenol structure-containing product;phenolic;phenolic product;phenolics;phenolics (product);phenolics (substance);product containing phenol structure (product);product containing phenolic;product containing phenolic (product);substance with phenol structure;substance with phenol structure (substance),"Olive oil, an oil rich in monounsaturated fatty acids (MUFCs) and minor constituents including phenolic compounds, is a major component of the Mediterranean diet.___As opposed to other vegetable oils, extra virgin olive oil, which is obtained by physical pressure from a whole fruit, is rich in phenolic components that are responsible for the particular stability of the oil.",2,1,
1646,contains,foodchem,edible oil,tg - triglyceride,edible oil;food oil;oil,tg - triglyceride;triacylglycerol;triacylglycerol (substance);triacylglycerols;triglyceride;triglycerides,Krill oil (KO) is rich in n-3 fatty acids that are present in phospholipids rather than in triglycerides.,1,,
1647,contains,foodchem,edible plant,(+)-catechin,"edible plant;edible plants;food plant;food plants;foods plant;plant, edible;plant, food;plants, edible;plants, food","(+)-catechin;(+)-catechol;(+)-cyanidan-3-ol;(+)-cyanidanol;(2r,3s)-(+)-catechin;(2r,3s)-2-(3,4-dihydroxyphenyl)chroman-3,5,7-triol;(2r,3s)-catechin;(2r-trans)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2h-1-benzopyran-3,5,7-triol;2h-1-benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2r-trans)-;3,3',4',5,7-flavanpentol;catechin;catechin (product);catechin (substance);catechin product;catechin-containing product;catechinic acid;catechins;catechu;catechuic acid;cianidanol;cianidanolum;cyanidanol;d-(+)-catechin;d-catechin;d-catechol;product containing catechin;product containing catechin (medicinal product)","Catechin is a well-known flavonoid found in many food plants and often utilized by naturopaths for the symptomatic treatment of several gastrointestinal, respiratory and vascular diseases.",1,,
1648,contains,foodchem,edible plant,2 phenyl benzopyran,"edible plant;edible plants;food plant;food plants;foods plant;plant, edible;plant, food;plants, edible;plants, food",2 phenyl benzopyran;2 phenyl benzopyrans;2 phenyl chromene;2 phenyl chromenes;2-phenyl-benzopyrans;2-phenyl-chromenes;flavonoid;flavonoid (substance);flavonoid-containing product;flavonoids;product containing flavonoid (product),"A protective role on the heart is also displayed by melatonin(a hormone synthesized by the pineal gland, but also present in many edible plants), chalcones(precursors of all known flavonoids), some herbal dietary supplements, vitamins A, C, and E, selenium, and semisynthetic flavonoid 7-monohydroxyethylrutoside (monoHER).___Catechin is a well-known flavonoid found in many food plants and often utilized by naturopaths for the symptomatic treatment of several gastrointestinal, respiratory and vascular diseases.",2,,
1649,contains,foodchem,edible plant,7-monohydroxyethylrutoside,"edible plant;edible plants;food plant;food plants;foods plant;plant, edible;plant, food;plants, edible;plants, food",7-monohydroxyethylrutoside;monoher,"A protective role on the heart is also displayed by melatonin(a hormone synthesized by the pineal gland, but also present in many edible plants), chalcones(precursors of all known flavonoids), some herbal dietary supplements, vitamins A, C, and E, selenium, and semisynthetic flavonoid 7-monohydroxyethylrutoside (monoHER).",1,,
1650,contains,foodchem,edible plant,c,"edible plant;edible plants;food plant;food plants;foods plant;plant, edible;plant, food;plants, edible;plants, food",c,"A protective role on the heart is also displayed by melatonin(a hormone synthesized by the pineal gland, but also present in many edible plants), chalcones(precursors of all known flavonoids), some herbal dietary supplements, vitamins A, C, and E, selenium, and semisynthetic flavonoid 7-monohydroxyethylrutoside (monoHER).",1,,
1651,contains,foodchem,edible plant,selenium,"edible plant;edible plants;food plant;food plants;foods plant;plant, edible;plant, food;plants, edible;plants, food",selenium,"A protective role on the heart is also displayed by melatonin(a hormone synthesized by the pineal gland, but also present in many edible plants), chalcones(precursors of all known flavonoids), some herbal dietary supplements, vitamins A, C, and E, selenium, and semisynthetic flavonoid 7-monohydroxyethylrutoside (monoHER).",1,,
1652,contains,foodchem,egg,(-)-cholesterol,"egg;egg (poultry);egg [food];egg food product;egg, poultry;eggs;eggs (edible);eggs (edible) (substance)","(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)","Eggs are a major source of dietary cholesterol and their consumption has been sometimes discouraged.___Because the high cholesterol content of the yolk, the egg consumption has been decreased in spite of it, egg is a complete food, rich in many nutrients, and economically accessible.___Although eggs are important sources of dietary cholesterol and other nutrients, little is known about the association between egg consumption and heart failure (HF) risk.___Eggs were the main food source of cholesterol and milk was the prime source of saturated fatty acids and protein.___Eggs are a rich source of essential nutrients, but they are also a source of dietary cholesterol.",5,1,
1653,contains,foodchem,egg,(2-hydroxyethyl)trimethylammonium,"egg;egg (poultry);egg [food];egg food product;egg, poultry;eggs;eggs (edible);eggs (edible) (substance)","(2-hydroxyethyl)trimethylammonium;2-hydroxy-n,n,n-trimethylethanaminium;2-hydroxyethyl-trimethyl-ammonium;choline;choline (medication);choline (substance);choline preparation;choline preparation (product);choline preparation (substance);choline product;choline-containing product;cholines;ethanaminium, 2-hydroxy-n,n,n-trimethyl-;n,n,n-trimethylethanol-ammonium;n-trimethylethanolamine;product containing choline;product containing choline (medicinal product);trimethylethanolamine;vitamin j","It is important to understand whether eating eggs, which are a major source of dietary choline, results in increased exposure to trimethylamine-N-oxide (TMAO), which is purported to be a risk factor for developing heart disease.",1,,
1654,contains,foodchem,egg,"(9,12,15)-linolenic acid","egg;egg (poultry);egg [food];egg food product;egg, poultry;eggs;eggs (edible);eggs (edible) (substance)","(9,12,15)-linolenic acid;(9z,12z,15z)-octadecatrienoic acid;(z,z,z)-9,12,15-octadecatrienoic acid;9, 12, 15-octadecatrienoic acid;9,12,15-octadecatrienoic acid;9-cis,12-cis,15-cis-octadecatrienoic acid;acid linolenic;all-cis-9,12,15-octadecatrienoic acid;cis,cis,cis-9,12,15-octadecatrienoic acid;cis-delta(9,12,15)-octadecatrienoic acid;fatty acid 18:3;linolenic acid;linolenic acid (substance);octadecatrienoic acid",Linolenic acid (LNA) enriched eggs may be an excellent source of dietary omega-3 PUFA and an ideal food ingredient for developing infants.,1,,
1655,contains,foodchem,egg,"acid, n-3 fatty","egg;egg (poultry);egg [food];egg food product;egg, poultry;eggs;eggs (edible);eggs (edible) (substance)","acid, n-3 fatty;acid, omega-3 fatty;dietary supplements fatty acids (unsaturated) omega-3;fatty acid omega 3;fatty acid, n-3;fatty acid, n3;fatty acid, omega-3;fatty acids n 03;fatty acids omega 03;fatty acids, omega-3;fatty acids.omega 3;n 3 fatty acid;n 3 fatty acids;n 3 oil;n 3 oils;n 3 polyunsaturated fatty acid;n 3 pufa;n-3 fatty acid;n-3 fatty acid (substance);n-3 fatty acids;n-3 oil;n-3 oils;n-3 polyunsaturated fatty acid;n-3 pufa;n3 fatty acid;n3 oil;n3 oils;n3 polyunsaturated fatty acid;n3 pufa;oil, n-3;oil, n3;omega 3;omega 3 fatty acid;omega 3 fatty acids;omega fatty acids 03;omega-3;omega-3 acid;omega-3 acid triglycerides;omega-3 fatty acids;omega-3 fatty acids (medication);omega-3 phospholipids;omega-3 polyunsaturated fatty acid;omega-3 polyunsaturated fatty acids;omega-3 pufa;omega-3-fatty acids;pufa, n-3;pufa, n3;ω-3 fatty acids","Omega-3 PUFA are derived mainly from fish, eggs, and certain plants.___Linolenic acid (LNA) enriched eggs may be an excellent source of dietary omega-3 PUFA and an ideal food ingredient for developing infants.___The content of n-3 PUFA in the obtained meat was increased from 250 mg (reference value) to 900 mg in 100 g of meat and from 110 mg (reference value) to 190 mg in 100 g of whole egg; the enriched products are designated as omega-3 meat and omega-3 eggs.",3,1,
1656,contains,foodchem,egg,selenium,"egg;egg (poultry);egg [food];egg food product;egg, poultry;eggs;eggs (edible);eggs (edible) (substance)",selenium,The selenium content of eggs that had no embryonic development was 2.05 ppm.___The selenium content of these eggs was 0.30 ppm.,2,1,
1657,contains,foodchem,english walnut,(2s)-2-amino-5-(carbamimidamido)pentanoic acid,"english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts","(2s)-2-amino-5-(carbamimidamido)pentanoic acid;(2s)-2-amino-5-guanidinopentanoic acid;(s)-2-amino-5-guanidinopentanoic acid;(s)-2-amino-5-guanidinovaleric acid;amino-5-guanidino-pentanoic acid;arg;arginina;arginine;arginine (medication);arginine (substance);arginine, l isomer;arginine, l-isomer;l arginine;l-(+)-arginine;l-arg;l-arginin;l-arginine;l-arginine (substance);l-isomer arginine","Walnuts contain multiple health-beneficial components, such as having a low lysine:arginine ratio and high levels of arginine, folate, fiber, tannins, and polyphenols.",1,,
1658,contains,foodchem,english walnut,"(s)-2,6-diaminohexanoic acid","english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts","(s)-2,6-diaminohexanoic acid;(s)-lysine;(s)-α,ε-diaminocaproic acid;6-ammonio-l-norleucine;l lysine;l-2,6-diaminocaproic acid;l-alpha,epsilon-diaminocaproic acid;l-lys;l-lysin;l-lysine;l-lysine (obsolete);l-lysine (substance);lys;lysina;lysine;lysine (medication);lysine (product);lysine (substance);lysine acid;lysine product;lysine-containing product;lysinum;product containing lysine;product containing lysine (medicinal product)","Walnuts contain multiple health-beneficial components, such as having a low lysine:arginine ratio and high levels of arginine, folate, fiber, tannins, and polyphenols.",1,,
1659,contains,foodchem,english walnut,acid fatty polyunsaturated,"english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts","acid fatty polyunsaturated;acid, polyunsaturated fatty;acids fatty polyunsaturated;acids, polyunsaturated fatty;fatty acid, polyunsaturated;fatty acid, total polyunsaturated;fatty acids, polyunsaturated;fatty acids.polyunsaturated;polyunsaturated fatty acid;polyunsaturated fatty acid (substance);polyunsaturated fatty acids;pufa;pufa (polyunsaturated fatty acid);pufa - polyunsat fatty acid;pufa - polyunsaturated fatty acid;pufas","Nuts are natural foods rich in unsaturated fatty acids; most nuts contain substantial amounts of MUFA, while walnuts are especially rich in both n-6 and n-3 PUFA.",1,,
1660,contains,foodchem,english walnut,"acid, monounsaturated fatty","english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts","acid, monounsaturated fatty;acids, monounsaturated fatty;fatty acid, monounsaturated;fatty acid, total monounsaturated;fatty acids, monounsaturated;fatty acids.monounsaturated;monounsaturated fatty acid;monounsaturated fatty acid (substance);monounsaturated fatty acids;mufa;mufa - monounsat fatty acid;mufa - monounsaturated fatty acid","Compared to most other nuts, which contain monounsaturated fatty acids, walnuts are unique because they are rich in n-6 (linoleate) and n-3 (linolenate) polyunsaturated fatty acids.___Nuts are natural foods rich in unsaturated fatty acids; most nuts contain substantial amounts of MUFA, while walnuts are especially rich in both n-6 and n-3 PUFA.",2,1,
1661,contains,foodchem,english walnut,"acid, tannic","english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts","acid, tannic;acids, tannic;gallotannic acid;gallotannin;tannic acid;tannic acid (medication);tannic acid (substance);tannic acids;tannins;ácido tánico","Walnuts contain multiple health-beneficial components, such as having a low lysine:arginine ratio and high levels of arginine, folate, fiber, tannins, and polyphenols.",1,,
1662,contains,foodchem,english walnut,"acid, unsaturated fatty","english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts","acid, unsaturated fatty;acids, unsaturated fatty;dietary supplements fatty acids (unsaturated);fatty acid, unsaturated;fatty acids, unsaturated;unsaturated fatty acid;unsaturated fatty acid (substance);unsaturated fatty acid, nos;unsaturated fatty acids;unsaturated fatty acids (medication)","Nuts are natural foods rich in unsaturated fatty acids; most nuts contain substantial amounts of MUFA, while walnuts are especially rich in both n-6 and n-3 PUFA.",1,,
1663,contains,foodchem,english walnut,folate,"english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts",folate;folate product;folates;vitamin b-11,"Walnuts contain multiple health-beneficial components, such as having a low lysine:arginine ratio and high levels of arginine, folate, fiber, tannins, and polyphenols.",1,,
1664,contains,foodchem,english walnut,linoleate,"english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts",linoleate,"Compared to most other nuts, which contain monounsaturated fatty acids, walnuts are unique because they are rich in n-6 (linoleate) and n-3 (linolenate) polyunsaturated fatty acids.",1,,
1665,contains,foodchem,english walnut,polyphenol (substance),"english walnut;walnut - nut;walnut - nut (substance);walnut nut;walnut, nos;walnuts",polyphenol (substance);polyphenols,"Walnuts contain multiple health-beneficial components, such as having a low lysine:arginine ratio and high levels of arginine, folate, fiber, tannins, and polyphenols.",1,,
1666,contains,foodchem,enrich,"(9,12,15)-linolenic acid",enrich;enrich (product);enrich (substance);enrich products;enriched,"(9,12,15)-linolenic acid;(9z,12z,15z)-octadecatrienoic acid;(z,z,z)-9,12,15-octadecatrienoic acid;9, 12, 15-octadecatrienoic acid;9,12,15-octadecatrienoic acid;9-cis,12-cis,15-cis-octadecatrienoic acid;acid linolenic;all-cis-9,12,15-octadecatrienoic acid;cis,cis,cis-9,12,15-octadecatrienoic acid;cis-delta(9,12,15)-octadecatrienoic acid;fatty acid 18:3;linolenic acid;linolenic acid (substance);octadecatrienoic acid",Linolenic acid (LNA) enriched eggs may be an excellent source of dietary omega-3 PUFA and an ideal food ingredient for developing infants.,1,,
1667,contains,foodchem,enrich,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one",enrich;enrich (product);enrich (substance);enrich products;enriched,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one;3,3',4',5,7-pentahydroxyflavone;3,5,7,3',4'-pentahydroxyflavone;4h-1-benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-;c.i. natural yellow 10;dikvertin;product containing quercetin;product containing quercetin (medicinal product);quercetin;quercetin (substance);quercetin preparation;quercetin preparation (product);quercetin preparation (substance);quercetin product;quercetin-containing product;sophoretin","Quercetin (QCT) is a natural polyphenolic compound enriched in human food, mainly in vegetables, fruits and berries.",1,,
1668,contains,foodchem,enrich,"acid, monounsaturated fatty",enrich;enrich (product);enrich (substance);enrich products;enriched,"acid, monounsaturated fatty;acids, monounsaturated fatty;fatty acid, monounsaturated;fatty acid, total monounsaturated;fatty acids, monounsaturated;fatty acids.monounsaturated;monounsaturated fatty acid;monounsaturated fatty acid (substance);monounsaturated fatty acids;mufa;mufa - monounsat fatty acid;mufa - monounsaturated fatty acid",Fish oil enriched in omega-11 long-chain monounsaturated fatty acids (LCMUFAs; C20:1 and C22:1 isomers combined) have shown lipid-lowering and atheroprotective effects in animal models.,1,,
